84782,40729
83835,40214
83265,39675
83296,39557
83339,39452
83302,39895
83203,39927
83522,39976
83295,39799
83148,39651
83325,39414
83231,39495
83282,39531
83166,39537
83154,39618
83195,39805
83195,39775
83247,39401
83618,39255
83744,39073
83420,39196
83318,39203
83279,39169
83497,38920
83717,38751
83970,39133
83971,39630
81723,39103
82831,40426
83037,40145
83119,41114
83857,41881
85056,42577
85057,42385
84832,42413
84451,42613
84556,42575
84367,42542
84423,42463
83851,42873
83760,42918
83805,42808
83843,43042
84488,42932
84264,42674
84112,42596
84286,42634
83074,42147
82406,41698
84139,41799
85772,42299
87287,42532
86808,41760
86222,41125
86199,41082
85920,40883
83927,39155
83579,39235
83108,39471
83015,39450
83118,39697
83598,39890
83223,39283
82994,39292
83104,39434
83295,39462
83827,39803
83539,39842
83296,39569
83367,39494
83365,39536
83533,39407
83385,39581
83258,39687
83156,39789
83319,39713
83568,39528
82968,40004
82562,40010
82273,39792
82061,39560
81770,39624
81757,39752
81780,39505
81859,39337
82027,39448
81928,39538
82370,39738
83618,40991
85222,41870
84985,42003
84679,42048
85901,42867
86118,42657
86348,42423
86295,42499
86140,42414
88130,43793
88489,43766
88106,43766
88009,43596
88249,43605
89253,43408
89338,43250
87725,42275
87556,42116
88158,41600
87118,40827
87143,41124
86187,40950
85351,40190
85951,40402
86571,40766
85768,40672
85586,40496
85364,40176
85431,40255
85363,40144
85294,40152
85412,40296
85022,40280
85640,40564
85975,40600
85839,40602
85953,40701
85727,41070
85752,40839
85924,40622
85622,40714
84970,40634
85028,40384
85260,40273
83727,40892
82962,40408
82894,40232
82961,40262
83001,40450
81747,39613
81003,39161
80489,39360
80698,39843
81877,40655
81976,40895
82197,41817
80734,41606
81281,41756
81402,41747
82564,42550
82986,42715
83327,42619
83405,42783
83893,43324
84307,43847
84354,43824
84237,43854
85570,43947
85507,43508
84678,42952
85872,42716
85886,42667
83718,42264
83880,42301
81600,40701
80842,40196
80937,40357
80796,40411
80876,40323
81070,40146
81148,40224
81230,40185
81159,40331
81146,40482
81894,40976
83086,42195
82639,41853
82484,41323
82269,41108
82198,41215
82362,41347
82102,41651
82015,41516
82054,41626
82253,41601
82333,41735
82033,41614
82232,41813
82338,41874
82923,42517
82739,42537
82908,42245
82949,42249
82893,42158
83052,42123
82696,42262
82325,41626
82259,41422
81487,42027
82540,43280
84428,44212
85675,45241
86789,45918
87708,46355
87359,46245
87284,46392
87291,46352
87046,45950
87507,46151
87579,45963
87668,45777
87490,46037
87632,45833
87472,45872
86755,45646
87122,45863
87151,46099
86219,45444
84271,43867
85771,43844
85463,44023
85260,43827
83719,42547
83570,42460
83024,41866
81335,40617
81833,40218
82602,39708
82363,39584
82151,39540
82384,39250
82659,39100
82788,39309
82443,39691
81984,39446
82468,39110
82230,38994
82439,39316
82127,39036
82094,39154
82242,39133
81889,39354
81931,39211
82113,39066
82584,38945
82291,39044
81977,39121
81092,39400
81069,39380
80605,39062
80822,38859
80860,38693
80750,38872
81026,38787
80774,38747
80481,39215
80681,38865
81085,39093
83049,41184
83438,41281
83389,41310
84433,41994
84423,42613
84499,42339
84357,42263
84490,42414
84562,42756
84650,42701
84768,42745
84853,42475
84911,42179
85010,42108
86215,42265
85869,42130
84596,41149
84626,41143
84408,41108
83113,40370
82906,40061
81827,39401
81571,39168
81420,39257
81373,39318
81335,39459
81626,39732
81329,39321
81880,39205
82697,40236
82719,40342
82771,40421
82761,40204
82332,40115
82191,39969
82258,39934
82342,40215
81609,39990
79543,39689
79158,39487
79247,39397
79276,39346
79258,39215
78583,39516
78867,39485
78030,39072
77072,38977
77111,38879
76967,38993
77288,39398
76829,39347
77664,40571
77247,40557
77458,40305
78762,41492
81218,42227
81573,41957
82202,42577
82078,42774
82026,42725
82022,42622
83705,43570
83623,44011
83457,43629
83582,43755
83946,43422
82812,42598
82885,42829
84362,43041
83109,42218
84032,41907
84617,42174
83409,41263
82874,40592
80792,39284
79945,38838
80203,38586
80111,38663
80698,39048
80429,38902
80395,38937
80451,39116
80291,39220
80252,38854
80321,38931
80115,39257
80220,38908
80478,38903
80332,39243
80557,39022
80295,39092
80453,39127
80522,39524
80641,39238
80504,39280
79395,39063
78867,39283
79145,39386
79391,39111
79145,38668
78854,38891
78798,38985
78730,39052
78789,38940
78431,38845
78437,38859
78414,38794
78505,38780
76701,38697
77950,39739
79584,40609
80317,40843
81561,40758
84484,42188
84294,42117
84332,42332
84711,42063
84630,41983
84929,41894
85045,42039
86316,42862
86127,43067
85841,43368
85759,43257
86047,42820
86225,42337
85862,42533
85817,42826
84346,41985
85275,42058
86100,42142
86205,42329
84918,41445
84607,41652
84198,40927
83466,40476
83380,40626
83346,40487
83849,39805
83862,39481
83694,39295
83112,39711
83015,39933
82835,40127
83162,40108
83119,40354
82601,39967
81962,39508
81843,39481
82163,39621
81944,39123
82141,38728
82054,39079
82126,39051
82036,39533
81805,39137
81020,39035
79881,39120
80279,39012
81549,39744
81862,39844
81921,40025
81794,40059
81742,39903
81754,39775
81545,39874
81471,39415
81829,39883
84154,41630
84760,41434
85348,42550
85531,43095
85786,43114
85907,42679
84652,41944
84712,41884
84840,41699
84539,41941
84803,41949
84637,41991
84836,41731
85770,41763
85611,41516
82384,40710
81850,40486
81603,40467
80929,39984
80122,39840
79313,39385
78338,38867
78599,38821
78483,38624
78455,38541
78435,38474
78528,38431
78881,38708
78551,38879
78519,38541
78811,38481
78864,38631
79135,38559
78919,38703
78916,38581
78834,38620
79088,38659
79024,38784
78993,38886
78840,38820
78868,38577
79283,38426
78809,38549
79169,38753
79928,39018
78810,38777
78674,39031
78350,39178
78309,39361
78638,39301
78397,39069
77479,39085
77463,39103
77573,39241
79600,40630
80663,41494
80950,41936
81160,42132
81455,42001
81406,42061
81418,42052
82389,43118
82547,43194
82739,42795
84581,42989
85518,43235
85625,43302
86210,43238
86739,43201
85912,42359
85217,42137
84119,41440
83078,40767
82238,40212
81097,39192
79825,38378
79540,38250
79330,38115
79656,38201
79425,38325
79191,38000
79382,38050
79283,38034
79602,37959
79325,38025
79420,37953
79330,38143
79676,38542
80208,38686
80534,38231
80654,38749
80304,38586
80485,38708
80542,38827
80783,38933
80484,38805
80211,39071
80400,38867
80199,38759
80431,38843
80499,39083
79450,38767
78548,38673
78923,38445
78979,38462
79963,39474
81661,39590
82541,39936
82614,40031
84187,41382
85382,41836
85752,41550
85778,42199
86320,42922
86525,43076
86604,42850
86603,42807
86437,42129
86405,42436
86425,42705
86133,42513
84762,41870
84613,41657
84528,41990
86319,42195
85849,41942
85682,41114
85862,40684
83900,39268
83437,39002
84657,39968
84274,40031
84261,39869
84640,39758
84551,39501
84826,39228
84565,39526
84312,39763
84154,39801
84156,39968
84384,40074
84018,39994
82965,39971
83380,40059
83541,40069
83475,40423
83564,40092
83695,39932
83856,39924
83841,39938
84012,40016
83883,40254
83905,39994
83734,40133
82531,39751
81987,39095
81700,38645
81997,38500
81903,38426
81648,38635
81644,38786
81650,38618
81589,38334
78961,38699
80410,40077
81525,40815
82380,41134
83050,41851
83212,42180
83234,42523
83567,42420
84010,42092
83597,41812
83713,41719
83766,41723
83716,41060
84079,41083
82935,41089
81892,41074
81087,41120
81251,41445
80723,41630
80599,41405
79028,40240
79865,40200
80928,40257
80587,40223
79610,39479
78760,38734
77901,38111
77786,38217
78062,38390
78264,38342
77995,38100
78222,38173
77833,38391
79422,38799
81119,38954
81417,38766
81392,38561
81056,38529
81161,38605
80867,38924
80995,38801
80625,38650
80588,38552
80656,38478
80742,38657
80808,38656
80537,38719
81028,39010
82636,40092
83599,40626
83341,40962
82208,40621
82269,40699
82204,40959
82681,40754
82599,40700
82482,40985
82225,41306
82413,40960
82572,40834
83729,41565
85339,43411
86833,44180
86643,44128
85390,43562
84979,43150
85183,42960
85569,42992
85539,43053
85629,43053
85567,42950
85800,43352
85765,43388
84430,42550
85132,42199
85286,42303
84272,41141
83998,41049
83740,41159
82645,40237
82485,40236
82587,39478
81740,39489
81678,39299
81686,39191
81677,39116
81775,39200
81624,39318
81808,39164
81667,39384
81863,39234
80041,39030
79713,39465
78947,39243
78769,38988
79042,38928
78745,38939
78742,39139
78656,39111
78698,38853
78596,39191
78720,39172
79034,39218
78908,38959
79151,38931
79087,39008
77024,38871
76943,38944
76895,38922
76980,39174
76955,39005
76984,39084
75888,39063
75940,38867
76450,39289
78371,40627
80013,41411
80517,41823
80224,42104
80186,42157
78885,42063
78664,41841
79002,41757
78963,41903
79129,41958
78998,41948
79118,42493
79199,42432
80368,42483
80815,42323
80164,41332
80492,41069
80420,40683
79331,39748
78962,39933
79317,40558
79383,40410
79312,40527
79423,40618
79226,40413
79199,40453
79194,40368
79385,40358
79436,40283
79302,40392
79264,40136
78924,39920
78946,40001
78954,39845
78659,39753
78619,39676
78686,39709
78987,39998
78788,40135
79096,39909
79797,40469
80121,40506
80125,40598
79748,40641
79796,40753
79746,40312
79054,39805
78749,39864
78861,39738
78478,39507
78288,39540
78097,39464
77415,39465
76763,39906
77683,40664
77886,40922
78952,41516
79111,41740
79199,41861
79719,42243
80138,42428
80190,42810
80783,42872
80643,42755
80655,42728
80632,42517
80724,42604
80569,42445
80544,42671
80947,43132
80733,43024
80055,42476
79392,41739
78744,41010
79469,40982
79422,40974
78843,40361
78031,40014
76861,39140
76605,39100
77906,39391
79686,39675
79819,39521
79805,39133
79778,39144
79912,39302
79798,39180
79790,39245
79988,39275
79921,39193
80117,38939
79781,38823
79876,39245
79839,39660
79929,39547
80352,39670
80259,39619
80419,39531
80576,39666
80458,39146
80244,39369
80081,39264
80133,39326
79559,39227
79442,39108
78886,38998
78736,38854
78591,38822
78761,38800
78689,39020
78484,39145
79796,39928
80951,40452
81523,40825
83161,42171
84072,42314
84337,42518
84020,42386
84227,42603
84197,42804
84279,42679
84015,42898
84000,42899
83855,42981
84142,42906
84312,42770
84757,42906
85130,42742
85002,42657
83648,41530
83480,41383
83111,40912
80759,39511
80787,39563
80570,39447
79527,38860
79620,39046
78703,38370
78501,38149
77889,38267
77676,37981
77637,37922
77295,38044
77492,38082
77432,38169
77629,38057
77614,38027
77768,38061
77694,38262
77521,38344
77419,38163
77200,38018
77402,38117
77258,38169
77621,38362
78518,39093
79136,39600
79312,39485
79234,39505
77588,39179
77296,39331
77285,39307
77496,39091
77170,38977
77104,38632
76077,38984
75963,38722
76763,39882
79535,41822
80601,42675
79786,41998
78815,41239
78930,41165
78868,41243
78751,41561
78807,41437
79068,41607
78815,41424
79016,41584
79106,41625
79262,41811
80646,41750
80958,41599
79485,40508
80303,40140
80191,40302
78964,39467
77838,38384
77726,38581
77712,38332
78011,38642
77925,38436
77621,38206
76768,37958
75496,37885
75143,37506
74852,37270
74510,37077
74500,37190
74601,37047
74674,37472
74952,37425
75673,38149
75829,38372
75625,38467
75429,38096
75296,38246
75187,38316
75248,38261
75302,38263
75592,38104
75407,38284
75320,38161
75132,38373
75192,38299
75181,38326
75113,38121
75018,38014
75050,38229
75332,38104
75423,38087
74625,38176
74629,38769
76404,39949
76755,40076
77537,40281
77712,40080
78072,40131
77396,39609
76863,38843
76425,38828
76567,39347
76644,39351
76899,39343
76438,39456
76282,39277
76337,39468
76493,39348
76451,39436
76650,39177
76393,38808
75317,38053
76671,38625
76908,38675
76887,38408
76105,37548
75774,37030
74364,36061
74095,36131
74177,35880
73878,35405
73890,35162
73830,35517
74040,35805
75081,35920
76751,36040
76950,35999
76889,36311
77000,36410
77121,36400
77426,36544
77409,36644
77650,36520
77504,36112
77356,35753
78434,36863
78293,37198
78310,37080
78325,37361
78389,37280
77851,37328
77460,37569
77489,37529
77596,37557
77384,37394
77469,37507
77066,37487
77020,37419
77196,37772
77200,37702
76887,37444
78104,38349
78748,38692
79617,39864
79452,39701
79396,39307
79778,39500
80941,40234
80987,40268
81032,40206
80941,40203
80573,40194
80505,40265
80600,40633
81531,40929
81665,40613
80595,39932
80243,39764
80180,39775
78798,38922
78563,38460
77248,37370
76921,37153
77033,37422
77026,37200
76870,37110
76871,37093
76773,37095
76752,37014
76923,37126
77259,37201
77195,36997
76337,36322
75674,36205
75852,36390
76097,36186
75772,36142
75830,36244
75836,36362
75576,36312
75624,36437
75588,36215
75562,36333
75493,36276
75463,36475
75311,36349
72127,35700
71685,35535
71629,35489
71414,35482
71027,35548
70433,35634
69660,35727
69644,35647
69986,35941
71598,37040
72668,37893
73833,38438
74005,38372
74002,38735
74071,39015
73855,39160
75100,39779
75375,39920
76641,40151
78528,40281
78575,40254
78557,40114
79077,40078
80398,39895
79450,39362
80422,39326
80366,39377
78884,38367
77755,37392
77106,36343
76495,35834
76440,35635
76320,35420
76245,35288
76475,35549
76613,36151
76480,36051
76589,35865
76522,36041
76721,35703
76582,36059
76635,35870
76574,35927
76754,35822
76806,35957
77958,37283
79355,38074
79591,38060
79257,38066
79271,38064
79609,38355
79493,38446
79556,38037
79452,37934
79478,37769
79586,37749
79613,37820
79625,37786
79639,37734
79674,37500
79724,37665
78793,37013
78141,36652
77754,36650
76502,36566
78617,38038
79116,38612
79560,39042
80530,39619
80682,39655
80655,39557
79406,38715
79120,38687
79242,38542
79303,38654
79317,38703
78494,38388
77109,38209
76638,38193
76570,38305
76528,38390
76596,38363
76609,38533
75336,37554
74745,37416
75752,37725
75701,37682
74488,37117
73796,36786
72476,35924
72326,35655
72343,35567
72247,35579
72467,35965
72636,35867
72490,35850
72451,35778
72614,35754
73015,35935
72687,35993
72785,36424
72855,36476
72924,36434
72926,36159
72858,35995
72887,36015
72938,36173
72990,36251
73046,36287
73150,36056
73307,36086
73463,36006
73398,35979
72661,36266
72236,36306
71964,36003
72117,36048
72216,36319
72036,36327
72079,36327
71954,36301
71941,36471
71968,36326
73855,37831
74977,38372
76643,39478
76489,39627
76604,39297
76811,39193
76812,39075
