0.9241,-3.907,-2.356,-3.9446,-1.1144,1.1571,0.15505,3.7414,-2.5388,1.4276,-0.60113,-4.3667,-0.76496,-1.6981,-2.1047,-2.6803,-0.15287,-0.1297,-0.13241,-0.32987,-0.68733,1.1029,0.12303,0.052228,0.14404,0.95537,-7.473e-09,-0.2729,-0.41364,0.011114,-0.46347,-0.60523,0.46276,-0.25996,-0.086529,-0.01263,-0.61138,-0.38432,-0.72129,-0.59255,-4.9655e-10,-0.86597,-0.26398,-0.88217,-0.17714,-0.40943,-0.28718,-0.062696,-0.88695,0.49484,0.49484,-0.76854,0.73839,0.4386,0.31423,0.075513,0.57804,0.21734,-1.2385,-0.064559,-0.28458,0.1918,-0.52829,0.061115,-0.68996,0.12932,2.3534,2.4068,2.2158,-0.016624,-0.25468,0.22191,0.42358,0.25437,-0.063936,-0.17214,0.19855,0.042221,-0.111,0.0021231,-0.083381,0.3371,0.51446,0.22537,-0.49334,-0.2241,-0.08202,-0.011461,-0.38472,-0.32606,0.129,-0.1875,-0.15602,0.00085598,-0.042311,0.35956,-0.38624,-0.041078,-0.23384,-0.0626,-0.03636,-0.42523,0.19614,0.19614,-0.25388,0.61556,0.87092,0.9497,0.98643,0.77169,0.99857,0.91946,0.75098,0.99592,0.99466,0.99414,0.86077,0.89639,0.89472,0.99448,0.86809,0.79912,0.8253,0.97422,0.99362,0.8867,-0.48223,-0.4761,-0.071665,-0.61102,-0.13451,-0.3985,-0.64101,-0.070132,-0.042633,0.10807,-0.50656,-0.38732,-0.44662,0.093297,-0.49641,-0.49367,-0.56714,-0.1976,0.015766,-0.46989
0.82135,-4.0249,-2.3126,-4.0433,-1.0549,1.6276,0.39751,3.9801,-2.5488,1.3575,-0.5594,-4.2661,-0.71198,-1.6539,-2.0621,-2.6289,-0.15037,-0.12048,-0.13735,-0.33125,-0.72578,1.1087,0.12285,0.049532,0.14168,0.96348,-7.4737e-09,-0.26843,-0.45646,0.0041742,-0.47209,-0.56426,0.47134,-0.25571,-0.085114,-0.012673,-0.59482,-0.37363,-0.718,-0.59134,-4.9719e-10,-0.84718,-0.25931,-0.8622,-0.17493,-0.39793,-0.28261,-0.061548,-0.87334,0.48069,0.48069,-0.75597,0.72453,0.44385,0.33166,0.076642,0.59251,0.20576,-1.3059,-0.082104,-0.31238,0.20025,-0.51337,0.059747,-0.69432,0.1233,2.3383,2.3945,2.2109,-0.016788,-0.25649,0.22341,0.42187,0.26742,-0.065188,-0.17007,0.19676,0.042574,-0.11276,0.0021233,-0.084072,0.35113,0.5135,0.2325,-0.49547,-0.23133,-0.082699,-0.011558,-0.37861,-0.33476,0.12541,-0.18536,-0.15374,0.00085708,-0.046301,0.3535,-0.38942,-0.041018,-0.23552,-0.063569,-0.036242,-0.4277,0.20408,0.20408,-0.25598,0.61701,0.89103,0.97058,0.98838,0.8029,1.002,0.93686,0.78396,0.99726,0.99543,0.99083,0.88238,0.91,0.91328,0.99107,0.89013,0.82313,0.85532,0.97973,0.99279,0.90637,-0.44403,-0.43169,-0.039593,-0.56997,-0.10533,-0.35605,-0.60055,-0.048298,-0.017043,0.13511,-0.46858,-0.35485,-0.40733,0.12438,-0.4557,-0.45345,-0.52074,-0.1686,0.037885,-0.43222
0.87455,-3.9641,-2.335,-3.9923,-1.0855,1.3847,0.2727,3.857,-2.5441,1.3937,-0.58078,-4.318,-0.73926,-1.6766,-2.0841,-2.6555,-0.15166,-0.12522,-0.13482,-0.33056,-0.70589,1.1056,0.12294,0.050931,0.1429,0.95924,-7.4746e-09,-0.27074,-0.43431,0.0077439,-0.46749,-0.58525,0.46676,-0.25791,-0.085846,-0.012657,-0.60337,-0.37914,-0.71962,-0.59189,-4.97e-10,-0.85693,-0.2617,-0.87248,-0.17605,-0.40382,-0.28491,-0.062204,-0.88043,0.48801,0.48801,-0.76247,0.73167,0.44022,0.32398,0.076479,0.58505,0.21174,-1.2703,-0.075073,-0.30066,0.19706,-0.52119,0.060448,-0.69098,0.12577,2.3461,2.4016,2.2146,-0.01644,-0.25462,0.22222,0.42336,0.26052,-0.06657,-0.17106,0.19717,0.041869,-0.11336,0.0021236,-0.082689,0.3427,0.51348,0.22991,-0.49439,-0.22869,-0.081346,-0.011365,-0.3808,-0.33185,0.12726,-0.18478,-0.1536,0.00085673,-0.043649,0.35612,-0.38357,-0.040363,-0.2323,-0.062047,-0.036058,-0.4258,0.20241,0.20241,-0.2518,0.61661,0.88091,0.96011,0.98756,0.78716,1.0004,0.92817,0.76727,0.99671,0.99514,0.99263,0.87155,0.90322,0.90395,0.99295,0.87903,0.81105,0.84019,0.97705,0.99333,0.89656,-0.46382,-0.45468,-0.056165,-0.5914,-0.1204,-0.37803,-0.62162,-0.059584,-0.030246,0.12117,-0.48829,-0.37166,-0.42765,0.10835,-0.47677,-0.47435,-0.54484,-0.18359,0.026471,-0.45178
0.8375,-4.0063,-2.3195,-4.0278,-1.0642,1.5536,0.35927,3.9425,-2.547,1.3685,-0.56608,-4.2819,-0.72036,-1.6609,-2.0689,-2.637,-0.15076,-0.12197,-0.13654,-0.33103,-0.71974,1.1078,0.12288,0.049959,0.14205,0.96223,-7.473e-09,-0.26914,-0.44972,0.0052748,-0.4708,-0.57082,0.47006,-0.25638,-0.085337,-0.012663,-0.59744,-0.37532,-0.71854,-0.59154,-4.9706e-10,-0.85012,-0.26006,-0.86539,-0.17529,-0.39979,-0.28336,-0.061697,-0.87545,0.48292,0.48292,-0.75795,0.72672,0.44346,0.32825,0.076275,0.59022,0.20758,-1.2961,-0.078541,-0.30714,0.19815,-0.51563,0.059966,-0.69417,0.12459,2.3406,2.396,2.2111,-0.016899,-0.25669,0.22339,0.42185,0.26544,-0.063939,-0.17043,0.19731,0.042791,-0.1117,0.0021231,-0.084498,0.34953,0.51395,0.23084,-0.49513,-0.22965,-0.083114,-0.011617,-0.38007,-0.33267,0.12598,-0.18659,-0.15479,0.00085681,-0.045971,0.35472,-0.3911,-0.041384,-0.23647,-0.063948,-0.036388,-0.42764,0.20163,0.20163,-0.25727,0.61661,0.88797,0.96742,0.98812,0.7981,1.0015,0.93424,0.7789,0.99704,0.99534,0.9914,0.87905,0.9079,0.91048,0.99166,0.88679,0.81946,0.85077,0.97889,0.99294,0.90334,-0.45008,-0.43872,-0.044634,-0.5765,-0.10992,-0.36277,-0.60702,-0.051723,-0.02107,0.13086,-0.47459,-0.35997,-0.41356,0.11949,-0.46217,-0.45984,-0.52816,-0.17316,0.034413,-0.43816
0.88446,-3.9523,-2.3395,-3.9826,-1.0915,1.3384,0.24811,3.8331,-2.542,1.4005,-0.58536,-4.3279,-0.74468,-1.6812,-2.0884,-2.6604,-0.15191,-0.12623,-0.13424,-0.33038,-0.70216,1.1052,0.12296,0.051193,0.14313,0.95856,-7.4716e-09,-0.27118,-0.43014,0.0084651,-0.46697,-0.58975,0.46625,-0.25833,-0.085985,-0.012637,-0.60504,-0.38024,-0.72009,-0.59214,-4.9666e-10,-0.85869,-0.26222,-0.87459,-0.17632,-0.40513,-0.28551,-0.062166,-0.88163,0.48939,0.48939,-0.7637,0.73308,0.44183,0.3191,0.075419,0.58358,0.21288,-1.2664,-0.069015,-0.29268,0.19303,-0.52232,0.060599,-0.6931,0.12793,2.3475,2.401,2.2124,-0.01706,-0.25668,0.22307,0.42213,0.25961,-0.061555,-0.17144,0.19859,0.043097,-0.10955,0.0021227,-0.0851,0.34417,0.5149,0.22664,-0.49415,-0.2254,-0.0837,-0.011701,-0.38373,-0.3274,0.12763,-0.18909,-0.15703,0.00085613,-0.044663,0.35794,-0.3934,-0.042025,-0.2378,-0.064418,-0.03666,-0.42708,0.1959,0.1959,-0.25908,0.61564,0.87883,0.95794,0.98723,0.78386,0.99991,0.92635,0.76388,0.99638,0.995,0.99295,0.86917,0.90167,0.90207,0.99327,0.87679,0.80854,0.83715,0.97637,0.99331,0.89433,-0.4676,-0.45909,-0.059302,-0.59532,-0.12327,-0.38224,-0.62563,-0.061698,-0.032783,0.1185,-0.49198,-0.37483,-0.43159,0.10528,-0.48087,-0.47829,-0.54949,-0.18643,0.024299,-0.4554
0.83376,-4.0108,-2.3178,-4.0314,-1.062,1.5711,0.36867,3.9516,-2.548,1.3659,-0.56428,-4.2782,-0.71828,-1.6591,-2.0672,-2.6352,-0.15067,-0.12157,-0.13677,-0.3311,-0.72115,1.108,0.12287,0.049859,0.14196,0.96248,-7.4745e-09,-0.26897,-0.4513,0.0049968,-0.47095,-0.56905,0.47021,-0.25622,-0.085285,-0.012673,-0.5968,-0.3749,-0.71835,-0.59143,-4.9724e-10,-0.84946,-0.25986,-0.86457,-0.17518,-0.39927,-0.28311,-0.06173,-0.87502,0.48239,0.48239,-0.75749,0.72618,0.44259,0.33048,0.07679,0.59078,0.20715,-1.2972,-0.081341,-0.31075,0.20009,-0.51525,0.059907,-0.69305,0.12357,2.3401,2.3965,2.2123,-0.016585,-0.25563,0.22294,0.42249,0.26574,-0.066443,-0.17027,0.19662,0.042169,-0.11359,0.0021235,-0.083278,0.34863,0.51325,0.23239,-0.49522,-0.23121,-0.081923,-0.011447,-0.37867,-0.33479,0.12584,-0.18444,-0.1531,0.00085709,-0.045414,0.35388,-0.38613,-0.040549,-0.23369,-0.062744,-0.036087,-0.42697,0.20479,0.20479,-0.25358,0.61708,0.88874,0.96822,0.98824,0.79934,1.0017,0.93491,0.78016,0.99719,0.99539,0.99127,0.87995,0.90849,0.91116,0.99153,0.88761,0.8204,0.85188,0.97915,0.99295,0.90419,-0.44864,-0.43704,-0.043447,-0.57501,-0.10883,-0.36116,-0.60548,-0.050926,-0.020106,0.13187,-0.47318,-0.35876,-0.41205,0.12066,-0.4606,-0.45833,-0.52636,-0.17209,0.035234,-0.43679
0.89427,-3.9413,-2.3434,-3.9733,-1.097,1.294,0.22567,3.8108,-2.5417,1.4072,-0.589,-4.3374,-0.74955,-1.6853,-2.0923,-2.6654,-0.15214,-0.12704,-0.13383,-0.33028,-0.6985,1.1046,0.12297,0.051449,0.14335,0.95772,-7.4733e-09,-0.2716,-0.42608,0.0090964,-0.46596,-0.59333,0.46524,-0.25873,-0.086118,-0.012643,-0.60658,-0.38122,-0.72031,-0.59217,-4.9679e-10,-0.86051,-0.26262,-0.87638,-0.1765,-0.4061,-0.28585,-0.062366,-0.883,0.49073,0.49073,-0.76489,0.73436,0.44004,0.31938,0.075886,0.58224,0.21397,-1.2583,-0.069961,-0.29318,0.1942,-0.52394,0.060718,-0.69114,0.12754,2.349,2.4032,2.2145,-0.016657,-0.25515,0.22232,0.42314,0.25815,-0.064416,-0.17153,0.198,0.042294,-0.1116,0.0021232,-0.083525,0.34111,0.51417,0.22753,-0.49397,-0.22629,-0.082161,-0.011481,-0.38289,-0.32876,0.12796,-0.18679,-0.15529,0.00085632,-0.043431,0.35777,-0.38692,-0.041022,-0.23419,-0.062824,-0.036312,-0.42592,0.19863,0.19863,-0.25432,0.616,0.87696,0.956,0.98711,0.78101,0.99966,0.92474,0.76081,0.99637,0.99495,0.99326,0.86725,0.90049,0.90031,0.99358,0.87471,0.80632,0.83431,0.97591,0.99344,0.89262,-0.47118,-0.46324,-0.062339,-0.59924,-0.12602,-0.38621,-0.6294,-0.06378,-0.035187,0.11595,-0.49558,-0.3779,-0.43524,0.10235,-0.48464,-0.48208,-0.55379,-0.18917,0.022208,-0.459
0.90785,-3.9256,-2.3492,-3.9602,-1.105,1.2315,0.19329,3.7791,-2.5401,1.4165,-0.59464,-4.3507,-0.75662,-1.6912,-2.098,-2.6721,-0.15248,-0.12828,-0.13316,-0.33008,-0.69341,1.1038,0.123,0.051804,0.14366,0.95667,-7.4726e-09,-0.27219,-0.42041,0.010026,-0.46489,-0.59886,0.46418,-0.25929,-0.086306,-0.012633,-0.60878,-0.38264,-0.72079,-0.59237,-4.9667e-10,-0.86299,-0.26325,-0.87906,-0.1768,-0.40766,-0.28649,-0.062486,-0.88478,0.4926,0.4926,-0.76656,0.73621,0.43981,0.31638,0.075525,0.58031,0.21551,-1.2499,-0.066635,-0.28823,0.19244,-0.52585,0.060903,-0.69112,0.12868,2.351,2.4045,2.2145,-0.016772,-0.25539,0.22234,0.42306,0.2565,-0.063199,-0.17184,0.1985,0.042518,-0.11058,0.002123,-0.083965,0.33986,0.51458,0.22602,-0.49368,-0.22476,-0.08259,-0.011543,-0.3842,-0.3268,0.12843,-0.18796,-0.15628,0.00085607,-0.043205,0.35883,-0.38868,-0.041385,-0.23519,-0.063225,-0.036454,-0.42592,0.19633,0.19633,-0.25565,0.61563,0.8742,0.95312,0.98678,0.77674,0.99914,0.92233,0.75632,0.99613,0.99481,0.99367,0.86426,0.89859,0.89777,0.994,0.8717,0.80303,0.83021,0.97512,0.99351,0.88988,-0.47624,-0.46913,-0.066593,-0.60461,-0.1299,-0.39183,-0.63473,-0.066672,-0.03859,0.11235,-0.50059,-0.3822,-0.44046,0.098216,-0.49004,-0.48738,-0.55992,-0.19302,0.019269,-0.46396
0.96188,-3.8634,-2.3722,-3.9082,-1.1365,0.9829,0.064766,3.653,-2.5343,1.4535,-0.61679,-4.4039,-0.78465,-1.7146,-2.1205,-2.6991,-0.15379,-0.13313,-0.13057,-0.32934,-0.67317,1.1008,0.1231,0.05321,0.1449,0.95245,-7.4709e-09,-0.27454,-0.39787,0.0137,-0.4605,-0.62061,0.4598,-0.26153,-0.08705,-0.012604,-0.6175,-0.38827,-0.72263,-0.59312,-4.9618e-10,-0.87284,-0.26573,-0.88958,-0.17797,-0.41374,-0.28895,-0.06303,-0.89189,0.50005,0.50005,-0.77317,0.74353,0.43797,0.30592,0.074487,0.57267,0.22164,-1.2145,-0.05507,-0.27028,0.18711,-0.53365,0.061628,-0.6899,0.13245,2.359,2.4103,2.216,-0.016935,-0.25532,0.22195,0.42333,0.24978,-0.060617,-0.17301,0.19994,0.042826,-0.10822,0.0021225,-0.08457,0.33359,0.51552,0.22117,-0.49253,-0.21987,-0.083179,-0.011627,-0.38834,-0.32055,0.13032,-0.19066,-0.1587,0.00085526,-0.041674,0.36251,-0.39099,-0.042065,-0.23654,-0.063679,-0.036747,-0.4252,0.18976,0.18976,-0.25747,0.61454,0.86297,0.94135,0.98537,0.75944,0.99701,0.91246,0.73811,0.99518,0.99417,0.99518,0.85217,0.89092,0.88737,0.99548,0.85938,0.78962,0.81347,0.97187,0.99373,0.87881,-0.49623,-0.49238,-0.083505,-0.62577,-0.14529,-0.41407,-0.65561,-0.078192,-0.052115,0.098031,-0.5204,-0.39924,-0.46106,0.081759,-0.51134,-0.50827,-0.58399,-0.20829,0.0075696,-0.48362
0.85564,-3.9856,-2.3271,-4.0104,-1.0747,1.4708,0.31674,3.9005,-2.5454,1.3808,-0.57336,-4.2996,-0.72965,-1.6686,-2.0763,-2.6461,-0.1512,-0.12358,-0.13568,-0.33079,-0.71295,1.1068,0.12291,0.050436,0.14247,0.96078,-7.4734e-09,-0.26992,-0.44217,0.0064911,-0.46922,-0.57796,0.46849,-0.25713,-0.085587,-0.012658,-0.60035,-0.3772,-0.71909,-0.59173,-4.9701e-10,-0.85345,-0.26087,-0.86889,-0.17567,-0.4018,-0.28414,-0.061924,-0.87788,0.48541,0.48541,-0.76017,0.72916,0.44217,0.3257,0.076243,0.58768,0.20962,-1.2839,-0.076252,-0.30328,0.19713,-0.51831,0.060205,-0.69296,0.1254,2.3433,2.3985,2.2125,-0.016765,-0.256,0.22295,0.4224,0.26308,-0.064528,-0.17077,0.19742,0.04252,-0.11199,0.0021232,-0.083967,0.34659,0.51391,0.23002,-0.49476,-0.22881,-0.082594,-0.011543,-0.38076,-0.33177,0.12661,-0.18629,-0.15467,0.0008567,-0.045033,0.35558,-0.38886,-0.041121,-0.23524,-0.063369,-0.036311,-0.42696,0.2012,0.2012,-0.25566,0.61649,0.88452,0.96386,0.98784,0.79274,1.0009,0.93128,0.77322,0.99686,0.99525,0.99202,0.87537,0.9056,0.9073,0.99231,0.88301,0.81535,0.84562,0.97798,0.99313,0.9,-0.45683,-0.44656,-0.050285,-0.58381,-0.11506,-0.37026,-0.61421,-0.055572,-0.025571,0.12611,-0.48131,-0.3657,-0.42049,0.11403,-0.46935,-0.46697,-0.53637,-0.17828,0.030521,-0.44484
